"RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","PCT_ZIP","Address","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality"
"12/28/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.826036872,-73.878580626,"(40.826036872, -73.878580626)","10473",NA,2827,"1101 Elder Ave, Bronx, NY 10472, USA","1101","Elder Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA
"07/07/2015","FELONY ASSAULT","FELONY","BRONX",50,40.88388522,-73.896452255,"(40.88388522, -73.896452255)","10461",NA,2828,"3840-3866 Orloff Ave, Bronx, NY 10463, USA","3840-3866","Orloff Avenue","West Bronx","Bronx","Bronx County","New York","United States","10463","2641",NA
"08/12/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.898416178,-73.858253457,"(40.898416178, -73.858253457)","10466",NA,2829,"601-617 E 237th St, Bronx, NY 10466, USA","601-617","East 237th Street","East Bronx","Bronx","Bronx County","New York","United States","10466",NA,NA
"06/02/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",41,40.815008738,-73.892563786,"(40.815008738, -73.892563786)","10459",NA,2830,"831 Barry St, Bronx, NY 10474, USA","831","Barry Street","West Bronx","Bronx","Bronx County","New York","United States","10474",NA,NA
"06/01/2015","THEFT-FRAUD","FELONY","BRONX",40,40.822524568,-73.91674855,"(40.822524568, -73.91674855)","10454",NA,2831,"785-799 Courtlandt Ave, Bronx, NY 10451, USA","785-799","Courtlandt Avenue","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA
"05/08/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.888205263,-73.820311055,"(40.888205263, -73.820311055)","10466",NA,2832,"3536 Huguenot Ave, Bronx, NY 10475, USA","3536","Huguenot Avenue","East Bronx","Bronx","Bronx County","New York","United States","10475","1010",NA
"04/20/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",46,40.859383902,-73.897104968,"(40.859383902, -73.897104968)","10457",NA,2833,"2385-2395 Valentine Ave, Bronx, NY 10458, USA","2385-2395","Valentine Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA
"11/17/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",45,40.84785425,-73.790351215,"(40.84785425, -73.790351215)","10465",NA,2834,"36 Tier St, Bronx, NY 10464, USA","36","Tier Street","City Island","Bronx","Bronx County","New York","United States","10464","1340",NA
"12/26/2015","PETIT LARCENY","MISDEMEANOR","BRONX",44,40.837778868,-73.919450746,"(40.837778868, -73.919450746)","10452",NA,2835,"2 E 169th St, Bronx, NY 10452, USA","2","East 169th Street","West Bronx","Bronx","Bronx County","New York","United States","10452","7800",NA
"03/15/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",45,40.868467378,-73.821582846,"(40.868467378, -73.821582846)","10465",NA,2836,"2270 Bartow Ave, Bronx, NY 10475, USA","2270","Bartow Avenue","East Bronx","Bronx","Bronx County","New York","United States","10475","4618",NA
"03/31/2015","GRAND LARCENY","FELONY","BRONX",52,40.864761393,-73.888896943,"(40.864761393, -73.888896943)","10467",NA,2837,"2694 Decatur Ave, Bronx, NY 10458, USA","2694","Decatur Avenue","Fordham Manor","Bronx","Bronx County","New York","United States","10458",NA,NA
"07/29/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",45,40.823473478,-73.838454054,"(40.823473478, -73.838454054)","10465",NA,2838,"770-846 Brush Ave, Bronx, NY 10465, USA","770-846","Brush Avenue","East Bronx","Bronx","Bronx County","New York","United States","10465",NA,NA
"01/25/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",44,40.843328854,-73.923755796,"(40.843328854, -73.923755796)","10452",NA,2839,"1439 Ogden Ave, Bronx, NY 10452, USA","1439","Ogden Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452","2308",NA
"01/13/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BRONX",44,40.845188518,-73.914164859,"(40.845188518, -73.914164859)","10452",NA,2840,"1605-1639 Jerome Ave, Bronx, NY 10453, USA","1605-1639","Jerome Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453","5701",NA
"11/20/2015","ROBBERY","FELONY","BRONX",52,40.864694331,-73.899576908,"(40.864694331, -73.899576908)","10467",NA,2841,"2543-2545 Jerome Ave, Bronx, NY 10468, USA","2543-2545","Jerome Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"10/16/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",42,40.832009874,-73.899022766,"(40.832009874, -73.899022766)","10451",NA,2842,"Union Ave, Bronx, NY 10456, USA",NA,"Union Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"06/15/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",41,40.821412449,-73.898941293,"(40.821412449, -73.898941293)","10459",NA,2843,"901-925 Rev James A Polite Ave, Bronx, NY 10459, USA","901-925","Rev James A Polite Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA
"07/27/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",46,40.854063692,-73.902296834,"(40.854063692, -73.902296834)","10457",NA,2844,"2100 Grand Concourse, Bronx, NY 10457, USA","2100","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10457","2800",NA
"08/03/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",44,40.828723865,-73.923190768,"(40.828723865, -73.923190768)","10452",NA,2845,"930-958 Walton Ave, Bronx, NY 10452, USA","930-958","Walton Avenue","Concourse","Bronx","Bronx County","New York","United States","10452",NA,NA
"04/18/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",46,40.847278789,-73.920144058,"(40.847278789, -73.920144058)","10457",NA,2846,"1605 University Ave, Bronx, NY 10453, USA","1605","University Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"03/03/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.824033538,-73.873757075,"(40.824033538, -73.873757075)","10473",NA,2847,"1600-1618 Bruckner Blvd, Bronx, NY 10473, USA","1600-1618","Bruckner Boulevard","East Bronx","Bronx","Bronx County","New York","United States","10473","4553",NA
"07/24/2015","MISCELLANEOUS PENAL LAW","VIOLATION","BRONX",41,40.824146269,-73.892946483,"(40.824146269, -73.892946483)","10459",NA,2848,"1042 Detective Luis Suarez Way, Bronx, NY 10459, USA","1042","Detective Luis Suarez Way","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA
"01/12/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",42,40.827418742,-73.899915006,"(40.827418742, -73.899915006)","10451","1150 Union Ave, Bronx, NY 10459, USA",2849,"1150 Union Ave, Bronx, NY 10459, USA","1150","Union Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA
"02/18/2015","FELONY ASSAULT","FELONY","BRONX",47,40.879227838,-73.862612083,"(40.879227838, -73.862612083)","10466",NA,2850,"761 E 214th St, Bronx, NY 10467, USA","761","East 214th Street","East Bronx","Bronx","Bronx County","New York","United States","10467","6147",NA
"09/06/2015","BURGLARY","FELONY","BRONX",47,40.900647283,-73.851448092,"(40.900647283, -73.851448092)","10466",NA,2851,"4543 Furman Ave, Bronx, NY 10470, USA","4543","Furman Avenue","East Bronx","Bronx","Bronx County","New York","United States","10470",NA,NA
"09/21/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",46,40.849963054,-73.902241409,"(40.849963054, -73.902241409)","10457",NA,2852,"314 E 178th St, Bronx, NY 10457, USA","314","East 178th Street","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"03/21/2015","PETIT LARCENY","MISDEMEANOR","BRONX",40,40.813836689,-73.919432759,"(40.813836689, -73.919432759)","10454",NA,2853,"456 Willis Ave, Bronx, NY 10455, USA","456","Willis Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455","4013",NA
"05/31/2015","PETIT LARCENY","MISDEMEANOR","BRONX",47,40.87505982,-73.865943755,"(40.87505982, -73.865943755)","10466",NA,2854,"745 Magenta St, Bronx, NY 10467, USA","745","Magenta Street","East Bronx","Bronx","Bronx County","New York","United States","10467","6211",NA
"03/07/2015","POSSESSION OF STOLEN PROPERTY","MISDEMEANOR","BRONX",48,40.845742674,-73.9001802,"(40.845742674, -73.9001802)","10457",NA,2855,"4144 Park Ave, Bronx, NY 10457, USA","4144","Park Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457","6017",NA
"05/07/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX",49,40.848169702,-73.863373828,"(40.848169702, -73.863373828)","10461",NA,2856,"1882 Barnes Ave, Bronx, NY 10462, USA","1882","Barnes Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA
"03/07/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",41,40.815008738,-73.892563786,"(40.815008738, -73.892563786)","10459",NA,2857,"831 Barry St, Bronx, NY 10474, USA","831","Barry Street","West Bronx","Bronx","Bronx County","New York","United States","10474",NA,NA
"09/28/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",41,40.791151867,-73.884371919,"(40.791151867, -73.884371919)","10459",NA,2858,"15-0 Hazen St, East Elmhurst, NY 11370, USA","15-0","Hazen Street","East Elmhurst","Bronx","Bronx County","New York","United States","11370",NA,NA
"03/31/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",42,40.827743663,-73.904380654,"(40.827743663, -73.904380654)","10451",NA,2859,"1119 Boston Rd, Bronx, NY 10456, USA","1119","Boston Road","West Bronx","Bronx","Bronx County","New York","United States","10456","5301",NA
"04/07/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",40,40.812387417,-73.904940985,"(40.812387417, -73.904940985)","10454",NA,2860,"837 E 149th St, Bronx, NY 10455, USA","837","East 149th Street","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"09/03/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",49,40.860514249,-73.86709739,"(40.860514249, -73.86709739)","10461",NA,2861,"2371-2407 Boston Rd, Bronx, NY 10467, USA","2371-2407","Boston Road","East Bronx","Bronx","Bronx County","New York","United States","10467","9011",NA
"03/08/2015","ROBBERY","FELONY","BRONX",46,40.851098634,-73.908030406,"(40.851098634, -73.908030406)","10457",NA,2862,"63-65 E Tremont Ave, Bronx, NY 10453, USA","63-65","East Tremont Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453","5841",NA
"11/20/2015","MISCELLANEOUS PENAL LAW","FELONY","BRONX",49,40.864907287,-73.859120268,"(40.864907287, -73.859120268)","10461",NA,2863,"2564 Williamsbridge Rd, Bronx, NY 10469, USA","2564","Williamsbridge Road","East Bronx","Bronx","Bronx County","New York","United States","10469","4353",NA
"07/16/2015","PETIT LARCENY","MISDEMEANOR","BRONX",45,40.868467378,-73.821582846,"(40.868467378, -73.821582846)","10465",NA,2864,"2270 Bartow Ave, Bronx, NY 10475, USA","2270","Bartow Avenue","East Bronx","Bronx","Bronx County","New York","United States","10475","4618",NA
"12/07/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",43,40.816872438,-73.850684927,"(40.816872438, -73.850684927)","10473",NA,2865,"509 Olmstead Ave, Bronx, NY 10473, USA","509","Olmstead Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","1873",NA
"09/30/2015","FELONY ASSAULT","FELONY","BRONX",47,40.873910934,-73.855517845,"(40.873910934, -73.855517845)","10466",NA,2866,"3315-3399 Laconia Ave, Bronx, NY 10469, USA","3315-3399","Laconia Avenue","East Bronx","Bronx","Bronx County","New York","United States","10469","1410",NA
"06/11/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",40,40.814143591,-73.926910551,"(40.814143591, -73.926910551)","10454",NA,2867,"318-360 Canal Pl, Bronx, NY 10451, USA","318-360","Canal Place","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA
"02/11/2015","FELONY ASSAULT","FELONY","BRONX",40,40.803850251,-73.9104616,"(40.803850251, -73.9104616)","10454",NA,2868,"777-787 E 138th St, Bronx, NY 10454, USA","777-787","East 138th Street","West Bronx","Bronx","Bronx County","New York","United States","10454","1911",NA
"07/05/2015","HARRASSMENT 2","VIOLATION","BRONX",46,40.856096963,-73.898476493,"(40.856096963, -73.898476493)","10457",NA,2869,"2229-2283 Valentine Ave, Bronx, NY 10457, USA","2229-2283","Valentine Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"01/04/2015","MISCELLANEOUS PENAL LAW","FELONY","BRONX",46,40.852381909,-73.913515771,"(40.852381909, -73.913515771)","10457","1875-1885 University Ave, Bronx, NY 10453, USA",2870,"1875-1885 University Ave, Bronx, NY 10453, USA","1875-1885","University Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"04/13/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",46,40.84690304,-73.920542096,"(40.84690304, -73.920542096)","10457",NA,2871,"1601 Dr Martin Luther King Jr Blvd, Bronx, NY 10453, USA","1601","Doctor Martin Luther King Junior Boulevard","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"08/10/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",40,40.814892347,-73.921880878,"(40.814892347, -73.921880878)","10454",NA,2872,"329-337 E 145th St, Bronx, NY 10451, USA","329-337","East 145th Street","West Bronx","Bronx","Bronx County","New York","United States","10451","5800",NA
"09/17/2015","POSSESSION OF STOLEN PROPERTY","MISDEMEANOR","BRONX",43,40.817778305,-73.857272715,"(40.817778305, -73.857272715)","10473",NA,2873,"601 White Plains Rd, Bronx, NY 10473, USA","601","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA
"10/11/2015","ROBBERY","FELONY","BRONX",47,40.899228355,-73.853654178,"(40.899228355, -73.853654178)","10466",NA,2874,"4423-4433 White Plains Rd, Bronx, NY 10470, USA","4423-4433","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10470",NA,NA
"06/21/2015","HARRASSMENT 2","VIOLATION","BRONX",46,40.851316088,-73.902116523,"(40.851316088, -73.902116523)","10457",NA,2875,"269-277 E Burnside Ave, Bronx, NY 10457, USA","269-277","East Burnside Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457","3712",NA
"03/11/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",49,40.849655554,-73.850857128,"(40.849655554, -73.850857128)","10461",NA,2876,"1725-1729 Williamsbridge Rd, Bronx, NY 10461, USA","1725-1729","Williamsbridge Road","East Bronx","Bronx","Bronx County","New York","United States","10461","6203",NA
"03/22/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",47,40.878832118,-73.84904146,"(40.878832118, -73.84904146)","10466",NA,2877,"1458 Hicks St, Bronx, NY 10469, USA","1458","Hicks Street","East Bronx","Bronx","Bronx County","New York","United States","10469","1702",NA
"05/31/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",42,40.835508547,-73.901225487,"(40.835508547, -73.901225487)","10451",NA,2878,"1431-1449 Fulton Ave, Bronx, NY 10456, USA","1431-1449","Fulton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"06/06/2015","BURGLARY","FELONY","BRONX",44,40.838289935,-73.924314505,"(40.838289935, -73.924314505)","10452",NA,2879,"95 W 168th St, Bronx, NY 10452, USA","95","West 168th Street","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA
"04/30/2015","PETIT LARCENY","MISDEMEANOR","BRONX",44,40.826023516,-73.919822692,"(40.826023516, -73.919822692)","10452",NA,2880,"265 E 161st St, Bronx, NY 10456, USA","265","East 161st Street","Fleetwood - Concourse Village","Bronx","Bronx County","New York","United States","10456",NA,NA
"08/01/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",43,40.834954553,-73.878672765,"(40.834954553, -73.878672765)","10473",NA,2881,"1424-1428 Bronx River Ave, Bronx, NY 10472, USA","1424-1428","Bronx River Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA
"10/02/2015","HARRASSMENT 2","VIOLATION","BRONX",49,40.844320466,-73.857877182,"(40.844320466, -73.857877182)","10461",NA,2882,"1624 Bronxdale Ave, Bronx, NY 10462, USA","1624","Bronxdale Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462","3302",NA
"05/19/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",44,40.826284877,-73.920707634,"(40.826284877, -73.920707634)","10452",NA,2883,"234-236 E 161st St, Bronx, NY 10451, USA","234-236","East 161st Street","Fleetwood - Concourse Village","Bronx","Bronx County","New York","United States","10451","3543",NA
"12/12/2015","PETIT LARCENY","MISDEMEANOR","BRONX",45,40.868467378,-73.821582846,"(40.868467378, -73.821582846)","10465",NA,2884,"2270 Bartow Ave, Bronx, NY 10475, USA","2270","Bartow Avenue","East Bronx","Bronx","Bronx County","New York","United States","10475","4618",NA
"09/18/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",43,40.818768839,-73.850528931,"(40.818768839, -73.850528931)","10473",NA,2885,"2125 Randall Ave, Bronx, NY 10473, USA","2125","Randall Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA
"04/10/2015","GRAND LARCENY","FELONY","BRONX",45,40.830798914,-73.826948796,"(40.830798914, -73.826948796)","10465",NA,2886,"2877 Barkley Ave, Bronx, NY 10465, USA","2877","Barkley Avenue","East Bronx","Bronx","Bronx County","New York","United States","10465","1949",NA
"07/28/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",49,40.858724801,-73.849311234,"(40.858724801, -73.849311234)","10461",NA,2887,"2201-2207 Wilson Ave, Bronx, NY 10469, USA","2201-2207","Wilson Avenue","East Bronx","Bronx","Bronx County","New York","United States","10469","5810",NA
"05/29/2015","GRAND LARCENY","FELONY","BRONX",43,40.838778865,-73.864701374,"(40.838778865, -73.864701374)","10473",NA,2888,"1529 Leland Ave, Bronx, NY 10460, USA","1529","Leland Avenue","East Bronx","Bronx","Bronx County","New York","United States","10460","3503",NA
"11/22/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.827414051,-73.877945775,"(40.827414051, -73.877945775)","10473",NA,2889,"1129 Boynton Ave, Bronx, NY 10472, USA","1129","Boynton Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","3636",NA
"08/21/2015","FORGERY","FELONY","BRONX",42,40.837132594,-73.90026901,"(40.837132594, -73.90026901)","10451",NA,2890,"1531 Fulton Ave, Bronx, NY 10457, USA","1531","Fulton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"11/25/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",43,40.822783381,-73.858447081,"(40.822783381, -73.858447081)","10473",NA,2891,"845 White Plains Rd, Bronx, NY 10473, USA","845","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10473","2526",NA
"04/18/2015","FORGERY","FELONY","BRONX",41,40.816122327,-73.897757119,"(40.816122327, -73.897757119)","10459","775-777 Fox St, Bronx, NY 10455, USA",2892,"775-777 Fox St, Bronx, NY 10455, USA","775-777","Fox Street","Woodstock","Bronx","Bronx County","New York","United States","10455","2001",NA
"05/06/2015","FELONY ASSAULT","FELONY","BRONX",44,40.835020524,-73.912060306,"(40.835020524, -73.912060306)","10452",NA,2893,"1291 College Ave, Bronx, NY 10456, USA","1291","College Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"09/01/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.823833011,-73.868695407,"(40.823833011, -73.868695407)","10473",NA,2894,"914-930 Sound View Ave, Bronx, NY 10473, USA","914-930","Sound View Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA
"03/11/2015","HARRASSMENT 2","VIOLATION","BRONX",40,40.814276625,-73.91295475,"(40.814276625, -73.91295475)","10454",NA,2895,"577 E 149th St, Bronx, NY 10455, USA","577","East 149th Street","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"08/20/2015","PETIT LARCENY","MISDEMEANOR","BRONX",42,40.830195025,-73.901511616,"(40.830195025, -73.901511616)","10451",NA,2896,"1222 Boston Rd, Bronx, NY 10456, USA","1222","Boston Road","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"05/01/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",46,40.857429431,-73.899949375,"(40.857429431, -73.899949375)","10457",NA,2897,"198 E 183rd St, Bronx, NY 10458, USA","198","East 183rd Street","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA
"09/25/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",47,40.890284716,-73.859106272,"(40.890284716, -73.859106272)","10466",NA,2898,"4065-4075 Police Officer Walter E. Weaver Way, Bronx, NY 10466, USA","4065-4075","Police Officer Walter E. Weaver Way","East Bronx","Bronx","Bronx County","New York","United States","10466",NA,NA
"03/11/2015","PETIT LARCENY","MISDEMEANOR","BRONX",40,40.812296927,-73.923502342,"(40.812296927, -73.923502342)","10454",NA,2899,"337 Alexander Ave, Bronx, NY 10454, USA","337","Alexander Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454","1108",NA
"04/08/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.828854715,-73.851901062,"(40.828854715, -73.851901062)","10473",NA,2900,"2141 Blackrock Ave, Bronx, NY 10472, USA","2141","Blackrock Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","6201",NA
"08/28/2015","HARRASSMENT 2","VIOLATION","BRONX",42,40.826747938,-73.908512114,"(40.826747938, -73.908512114)","10451",NA,2901,"499 E 165th St, Bronx, NY 10456, USA","499","East 165th Street","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"03/26/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",41,40.827696606,-73.894483683,"(40.827696606, -73.894483683)","10459",NA,2902,"912-916 E 169th St, Bronx, NY 10459, USA","912-916","East 169th Street","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA
"06/20/2015","DANGEROUS DRUGS","FELONY","BRONX",50,40.888162495,-73.904018885,"(40.888162495, -73.904018885)","10461",NA,2903,"8-24 Dash Pl, Bronx, NY 10463, USA","8-24","Dash Place","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA
"06/12/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX",44,40.839560428,-73.91594299,"(40.839560428, -73.91594299)","10452",NA,2904,"84-90 E 170th St, Bronx, NY 10452, USA","84-90","East 170th Street","West Bronx","Bronx","Bronx County","New York","United States","10452","7013",NA
"05/10/2015","FELONY ASSAULT","FELONY","BRONX",42,40.827743663,-73.904380654,"(40.827743663, -73.904380654)","10451",NA,2905,"1119 Boston Rd, Bronx, NY 10456, USA","1119","Boston Road","West Bronx","Bronx","Bronx County","New York","United States","10456","5301",NA
"11/11/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",47,40.886141362,-73.84499602,"(40.886141362, -73.84499602)","10466",NA,2906,"1148-1158 E 229th St, Bronx, NY 10466, USA","1148-1158","East 229th Street","East Bronx","Bronx","Bronx County","New York","United States","10466","5344",NA
"05/15/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",46,40.852141187,-73.922375722,"(40.852141187, -73.922375722)","10457",NA,2907,"20 Richman Plaza, Bronx, NY 10453, USA","20","Richman Plaza","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"12/15/2015","GRAND LARCENY","FELONY","BRONX",40,40.815985107,-73.911016087,"(40.815985107, -73.911016087)","10454",NA,2908,"620-630 Eagle Ave, Bronx, NY 10455, USA","620-630","Eagle Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"11/09/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","BRONX",48,40.850485395,-73.890937743,"(40.850485395, -73.890937743)","10457",NA,2909,"2128 Arthur Ave, Bronx, NY 10457, USA","2128","Arthur Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457","3464",NA
"08/06/2015","PETIT LARCENY","MISDEMEANOR","BRONX",46,40.84617714,-73.918681558,"(40.84617714, -73.918681558)","10457",NA,2910,"115A Featherbed Ln, Bronx, NY 10452, USA","115A","Featherbed Lane","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA
"11/24/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",46,40.857082062,-73.901352508,"(40.857082062, -73.901352508)","10457",NA,2911,"2259 Creston Ave, Bronx, NY 10453, USA","2259","Creston Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"07/05/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",50,40.876738258,-73.903019268,"(40.876738258, -73.903019268)","10461",NA,2912,"3011 Albany Crescent, Bronx, NY 10463, USA","3011","Albany Crescent","West Bronx","Bronx","Bronx County","New York","United States","10463","5960",NA
"06/07/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",52,40.860049573,-73.90861091,"(40.860049573, -73.90861091)","10467",NA,2913,"2249 Andrews Ave N, Bronx, NY 10468, USA","2249","Andrews Avenue North","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"06/20/2015","DANGEROUS WEAPONS","MISDEMEANOR","BRONX",47,40.890170084,-73.842610405,"(40.890170084, -73.842610405)","10466",NA,2914,"4000 Baychester Ave, Bronx, NY 10466, USA","4000","Baychester Avenue","East Bronx","Bronx","Bronx County","New York","United States","10466","2314",NA
"04/15/2015","PETIT LARCENY","MISDEMEANOR","BRONX",44,40.839693926,-73.918382289,"(40.839693926, -73.918382289)","10452",NA,2915,"1353 Plaza Dr, Bronx, NY 10452, USA","1353","Plaza Drive","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA
"02/12/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",43,40.82506399,-73.877397261,"(40.82506399, -73.877397261)","10473",NA,2916,"1041 Boynton Ave, Bronx, NY 10472, USA","1041","Boynton Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA
"11/10/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.827313476,-73.878874593,"(40.827313476, -73.878874593)","10473",NA,2917,"1141 Elder Ave, Bronx, NY 10472, USA","1141","Elder Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA
"02/01/2015","HARRASSMENT 2","VIOLATION","BRONX",52,40.883355984,-73.882623959,"(40.883355984, -73.882623959)","10467",NA,2918,"36 W Gun Hill Rd, Bronx, NY 10467, USA","36","West Gun Hill Road",NA,"Bronx","Bronx County","New York","United States","10467",NA,NA
"03/25/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.819692504,-73.867413756,"(40.819692504, -73.867413756)","10473",NA,2919,"731 Noble Ave, Bronx, NY 10473, USA","731","Noble Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","4114",NA
