"","RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality","X[[i]]"
"30183","05/04/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",46,40.853303895,-73.8996664,"(40.853303895, -73.8996664)",357,"2099-2119 Valentine Ave, Bronx, NY 10457, USA","2099-2119","Valentine Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA,NA
"13252","03/01/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.879891549,-73.84694165,"(40.879891549, -73.84694165)",358,"3537 Mickle Ave, Bronx, NY 10469, USA","3537","Mickle Avenue","East Bronx","Bronx","Bronx County","New York","United States","10469",NA,NA,NA
"24974","04/14/2015","FELONY ASSAULT","FELONY","BRONX",47,40.886141362,-73.84499602,"(40.886141362, -73.84499602)",359,"1148-1158 E 229th St, Bronx, NY 10466, USA","1148-1158","East 229th Street","East Bronx","Bronx","Bronx County","New York","United States","10466","5344",NA,NA
"7061","02/01/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",44,40.832509248,-73.928100945,"(40.832509248, -73.928100945)",360,"1000 Woodycrest Ave, Bronx, NY 10452, USA","1000","Woodycrest Avenue","Highbridge","Bronx","Bronx County","New York","United States","10452","5204",NA,NA
"49714","07/09/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.886158735,-73.863075145,"(40.886158735, -73.863075145)",361,"659 E 222nd St, Bronx, NY 10467, USA","659","East 222nd Street","East Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA,NA
"76941","10/13/2015","PETIT LARCENY","MISDEMEANOR","BRONX",50,40.882297759,-73.915393519,"(40.882297759, -73.915393519)",362,"641 W 230th St, Bronx, NY 10463, USA","641","West 230th Street","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA,NA
"13315","02/28/2015","OTHER STATE LAWS (NON PENAL LA","MISDEMEANOR","BRONX",42,40.823055808,-73.904528301,"(40.823055808, -73.904528301)",363,"730-736 E 163rd St, Bronx, NY 10456, USA","730-736","East 163rd Street","Morrisania","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"24378","04/12/2015","ROBBERY","FELONY","BRONX",46,40.84690304,-73.920542096,"(40.84690304, -73.920542096)",364,"1601 Dr Martin Luther King Jr Blvd, Bronx, NY 10453, USA","1601","Doctor Martin Luther King Junior Boulevard","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA,NA
"62270","08/17/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","BRONX",50,40.88388522,-73.896452255,"(40.88388522, -73.896452255)",365,"3840-3866 Orloff Ave, Bronx, NY 10463, USA","3840-3866","Orloff Avenue","West Bronx","Bronx","Bronx County","New York","United States","10463","2641",NA,NA
"80192","10/16/2015","BURGLARY","FELONY","BRONX",44,40.830211602,-73.911820942,"(40.830211602, -73.911820942)",366,"1123 Clay Ave, Bronx, NY 10456, USA","1123","Clay Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"77106","10/04/2015","HARRASSMENT 2","VIOLATION","BRONX",46,40.861102075,-73.900218606,"(40.861102075, -73.900218606)",367,"2420-2426 Morris Ave, Bronx, NY 10468, USA","2420-2426","Morris Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
"13082","02/27/2015","HARRASSMENT 2","VIOLATION","BRONX",45,40.850979845,-73.82814696,"(40.850979845, -73.82814696)",368,"3145 Sands Pl, Bronx, NY 10461, USA","3145","Sands Place","East Bronx","Bronx","Bronx County","New York","United States","10461","4611",NA,NA
"55039","07/25/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.879330752,-73.868491786,"(40.879330752, -73.868491786)",369,"3554 Bronx Blvd, Bronx, NY 10467, USA","3554","Bronx Boulevard","East Bronx","Bronx","Bronx County","New York","United States","10467","5401",NA,NA
"94397","12/05/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",50,40.881348982,-73.909330205,"(40.881348982, -73.909330205)",370,"322 W 231st St, Bronx, NY 10463, USA","322","West 231st Street","West Bronx","Bronx","Bronx County","New York","United States","10463","3805",NA,NA
"98401","12/28/2015","PETIT LARCENY","MISDEMEANOR","BRONX",47,40.890137444,-73.836892362,"(40.890137444, -73.836892362)",371,"3943-3945 Seton Ave, Bronx, NY 10466, USA","3943-3945","Seton Avenue","East Bronx","Bronx","Bronx County","New York","United States","10466","2429",NA,NA
"98110","12/19/2015","ROBBERY","FELONY","BRONX",46,40.850503224,-73.915455647,"(40.850503224, -73.915455647)",372,"154-158 W Tremont Ave, Bronx, NY 10453, USA","154-158","West Tremont Avenue","Morris Heights","Bronx","Bronx County","New York","United States","10453",NA,NA,NA
"80710","10/16/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",41,40.814233445,-73.888327404,"(40.814233445, -73.888327404)",373,"1260 Spofford Ave, Bronx, NY 10474, USA","1260","Spofford Avenue","West Bronx","Bronx","Bronx County","New York","United States","10474","5805",NA,NA
"3642","01/18/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",50,40.885884338,-73.903938994,"(40.885884338, -73.903938994)",374,"3635 Irwin Ave, Bronx, NY 10463, USA","3635","Irwin Avenue","West Bronx","Bronx","Bronx County","New York","United States","10463","2213",NA,NA
"68447","09/05/2015","UNAUTHORIZED USE OF A VEHICLE","MISDEMEANOR","BRONX",44,40.822848255,-73.92875813,"(40.822848255, -73.92875813)",375,"622 River Ave, Bronx, NY 10451, USA","622","River Avenue","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA,NA
"66085","08/29/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",49,40.868504741,-73.865306163,"(40.868504741, -73.865306163)",376,"2917-2919 Holland Ave, Bronx, NY 10467, USA","2917-2919","Holland Avenue","East Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA,NA
"71254","09/14/2015","ROBBERY","FELONY","BRONX",52,40.859337124,-73.903315775,"(40.859337124, -73.903315775)",377,"2314 Jerome Ave, Bronx, NY 10468, USA","2314","Jerome Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468","7107",NA,NA
"19950","03/26/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",48,40.841938906,-73.885816046,"(40.841938906, -73.885816046)",378,"879 Elsmere Pl, Bronx, NY 10460, USA","879","Elsmere Place","West Bronx","Bronx","Bronx County","New York","United States","10460","4208",NA,NA
"83419","10/29/2015","PETIT LARCENY","MISDEMEANOR","BRONX",45,40.840633182,-73.838260594,"(40.840633182, -73.838260594)",379,"2983-2993 E Tremont Ave, Bronx, NY 10461, USA","2983-2993","East Tremont Avenue","East Bronx","Bronx","Bronx County","New York","United States","10461","5722",NA,NA
"74555","09/25/2015","FELONY ASSAULT","FELONY","BRONX",40,40.822524568,-73.91674855,"(40.822524568, -73.91674855)",380,"785-799 Courtlandt Ave, Bronx, NY 10451, USA","785-799","Courtlandt Avenue","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA,NA
"57806","08/03/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",44,40.834440069,-73.910344546,"(40.834440069, -73.910344546)",381,"369 E 169th St, Bronx, NY 10456, USA","369","East 169th Street","West Bronx","Bronx","Bronx County","New York","United States","10456","1773",NA,NA
"15158","03/09/2015","PETIT LARCENY","MISDEMEANOR","BRONX",46,40.849313007,-73.906084632,"(40.849313007, -73.906084632)",382,"1895 Grand Concourse, Bronx, NY 10453, USA","1895","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA,NA
"23753","04/11/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",49,40.852339023,-73.863466476,"(40.852339023, -73.863466476)",383,"801-809 Brady Ave, Bronx, NY 10462, USA","801-809","Brady Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462","2750",NA,NA
"33797","05/16/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",52,40.866050204,-73.896461948,"(40.866050204, -73.896461948)",384,"65 E 193rd St, Bronx, NY 10468, USA","65","East 193rd Street","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
"81550","10/19/2015","PETIT LARCENY","MISDEMEANOR","BRONX",47,40.881530834,-73.829803819,"(40.881530834, -73.829803819)",385,"Baychester Ave, Bronx, NY 10475, USA",NA,"Baychester Avenue","East Bronx","Bronx","Bronx County","New York","United States","10475",NA,NA,NA
"3957","01/18/2015","HARRASSMENT 2","VIOLATION","BRONX",44,40.84055694,-73.928417514,"(40.84055694, -73.928417514)",386,"1278 Sedgwick Ave, Bronx, NY 10452, USA","1278","Sedgwick Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452","1401",NA,NA
"77178","10/04/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",44,40.83586689,-73.92949225,"(40.83586689, -73.92949225)",387,"1067-1073 University Ave, Bronx, NY 10452, USA","1067-1073","University Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"70303","09/11/2015","FELONY ASSAULT","FELONY","BRONX",43,40.822108371,-73.863152741,"(40.822108371, -73.863152741)",388,"812-820 Taylor Ave, Bronx, NY 10473, USA","812-820","Taylor Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","3303",NA,NA
"77569","10/06/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",48,40.85708642,-73.888081934,"(40.85708642, -73.888081934)",389,"553-565 E 188th St, Bronx, NY 10458, USA","553-565","East 188th Street","West Bronx","Bronx","Bronx County","New York","United States","10458","5953",NA,NA
"70979","09/13/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",40,40.823038163,-73.917210387,"(40.823038163, -73.917210387)",390,"323 E 158th St, Bronx, NY 10451, USA","323","East 158th Street","West Bronx","Bronx","Bronx County","New York","United States","10451","4305",NA,NA
"21879","04/02/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",43,40.823387291,-73.87017045,"(40.823387291, -73.87017045)",391,"926 Fteley Ave, Bronx, NY 10473, USA","926","Fteley Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","4006",NA,NA
"36118","07/29/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",47,40.87848513,-73.854553245,"(40.87848513, -73.854553245)",392,"1027 E 216th St, Bronx, NY 10469, USA","1027","East 216th Street","East Bronx","Bronx","Bronx County","New York","United States","10469","1206",NA,NA
"55534","08/13/2015","PETIT LARCENY","MISDEMEANOR","BRONX",40,40.8234766,-73.916216227,"(40.8234766, -73.916216227)",393,"824 Courtlandt Ave, Bronx, NY 10451, USA","824","Courtlandt Avenue","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA,NA
"96575","12/13/2015","FELONY ASSAULT","FELONY","BRONX",48,40.853917372,-73.883630217,"(40.853917372, -73.883630217)",394,"720 E 187th St, Bronx, NY 10458, USA","720","East 187th Street","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"96690","12/13/2015","FELONY ASSAULT","FELONY","BRONX",45,40.881715306,-73.826505266,"(40.881715306, -73.826505266)",395,"3321 Merritt Ave, Bronx, NY 10475, USA","3321","Merritt Avenue","East Bronx","Bronx","Bronx County","New York","United States","10475",NA,NA,NA
"10924","02/18/2015","PETIT LARCENY","MISDEMEANOR","BRONX",47,40.892407663,-73.857929899,"(40.892407663, -73.857929899)",396,"4151-4155 Police Officer Walter E. Weaver Way, Bronx, NY 10466, USA","4151-4155","Police Officer Walter E. Weaver Way","East Bronx","Bronx","Bronx County","New York","United States","10466","3021",NA,NA
"37053","05/26/2015","HARRASSMENT 2","VIOLATION","BRONX",50,40.88311992,-73.903320969,"(40.88311992, -73.903320969)",397,"3440 Kingsbridge Ave, Bronx, NY 10463, USA","3440","Kingsbridge Avenue","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA,NA
"65769","08/28/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",44,40.842979335,-73.914579729,"(40.842979335, -73.914579729)",398,"1533-1549 Townsend Ave, Bronx, NY 10452, USA","1533-1549","Townsend Avenue","Mount Eden","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"88263","11/12/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.816068266,-73.908552085,"(40.816068266, -73.908552085)",399,"654 Westchester Ave, Bronx, NY 10455, USA","654","Westchester Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455","1603",NA,NA
"75930","09/30/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",48,40.840018409,-73.873434004,"(40.840018409, -73.873434004)",400,"439 Morris Park Ave, Bronx, NY 10460, USA","439","Morris Park Avenue","East Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA,NA
"23259","04/08/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX",49,40.865519957,-73.859614285,"(40.865519957, -73.859614285)",401,"975 Allerton Ave, Bronx, NY 10469, USA","975","Allerton Avenue","East Bronx","Bronx","Bronx County","New York","United States","10469",NA,NA,NA
"27471","04/23/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",52,40.856444127,-73.910000385,"(40.856444127, -73.910000385)",402,"2051 Dr Martin Luther King Jr Blvd, Bronx, NY 10453, USA","2051","Doctor Martin Luther King Junior Boulevard","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA,NA
"23680","04/16/2015","HARRASSMENT 2","VIOLATION","BRONX",45,40.839369142,-73.825936263,"(40.839369142, -73.825936263)",403,"3219 Bruckner Blvd, Bronx, NY 10461, USA","3219","Bruckner Boulevard","East Bronx","Bronx","Bronx County","New York","United States","10461","5616",NA,NA
"49662","07/09/2015","HARRASSMENT 2","VIOLATION","BRONX",46,40.846432254,-73.911047647,"(40.846432254, -73.911047647)",404,"1717 Walton Ave, Bronx, NY 10453, USA","1717","Walton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA,NA
"62819","08/20/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",48,40.845804055,-73.898181366,"(40.845804055, -73.898181366)",405,"481-499 E 176th St, Bronx, NY 10457, USA","481-499","East 176th Street","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA,NA
"26993","04/21/2015","PETIT LARCENY","MISDEMEANOR","BRONX",49,40.839720362,-73.871967275,"(40.839720362, -73.871967275)",406,"1223-1235 E Tremont Ave, Bronx, NY 10460, USA","1223-1235","East Tremont Avenue","East Bronx","Bronx","Bronx County","New York","United States","10460","3006",NA,NA
"69247","09/08/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",40,40.814892347,-73.921880878,"(40.814892347, -73.921880878)",407,"329-337 E 145th St, Bronx, NY 10451, USA","329-337","East 145th Street","West Bronx","Bronx","Bronx County","New York","United States","10451","5800",NA,NA
"33964","05/15/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",50,40.882864329,-73.916994852,"(40.882864329, -73.916994852)",408,"2736 Independence Ave, Bronx, NY 10463, USA","2736","Independence Avenue","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA,NA
"72137","09/17/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",43,40.81973193,-73.848192804,"(40.81973193, -73.848192804)",409,"616 Castle Hill Ave, Bronx, NY 10473, USA","616","Castle Hill Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA,NA
"98449","12/22/2015","PETIT LARCENY","MISDEMEANOR","BRONX",46,40.851970629,-73.910476348,"(40.851970629, -73.910476348)",410,"20-38 W Tremont Ave, Bronx, NY 10453, USA","20-38","West Tremont Avenue","Morris Heights","Bronx","Bronx County","New York","United States","10453","5400",NA,NA
"36779","05/25/2015","PETIT LARCENY","MISDEMEANOR","BRONX",47,40.88976394,-73.850933516,"(40.88976394, -73.850933516)",411,"935 E 231st St, Bronx, NY 10466, USA","935","East 231st Street","East Bronx","Bronx","Bronx County","New York","United States","10466","4607",NA,NA
"38040","05/29/2015","MISCELLANEOUS PENAL LAW","FELONY","BRONX",52,40.863311665,-73.891224011,"(40.863311665, -73.891224011)",412,"350-354 E 193rd St, Bronx, NY 10458, USA","350-354","East 193rd Street","West Bronx","Bronx","Bronx County","New York","United States","10458","4710",NA,NA
"67504","09/02/2015","HARRASSMENT 2","VIOLATION","BRONX",42,40.836652522,-73.907146909,"(40.836652522, -73.907146909)",413,"1400 Webster Ave, Bronx, NY 10456, USA","1400","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456","1807",NA,NA
"78610","10/09/2015","PETIT LARCENY","MISDEMEANOR","BRONX",44,40.837778868,-73.919450746,"(40.837778868, -73.919450746)",414,"2 E 169th St, Bronx, NY 10452, USA","2","East 169th Street","West Bronx","Bronx","Bronx County","New York","United States","10452","7800",NA,NA
"84045","10/28/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",43,40.83350578,-73.866638195,"(40.83350578, -73.866638195)",415,"1348 Beach Ave, Bronx, NY 10472, USA","1348","Beach Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA,NA
"67197","09/01/2015","MISCELLANEOUS PENAL LAW","VIOLATION","BRONX",42,40.829424261,-73.889924357,"(40.829424261, -73.889924357)",416,"1221 Vyse Ave, Bronx, NY 10459, USA","1221","Vyse Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459","1970",NA,NA
"58195","08/04/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",44,40.824439881,-73.923972552,"(40.824439881, -73.923972552)",417,"792 Grand Concourse, Bronx, NY 10451, USA","792","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA,NA
"67517","09/02/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",43,40.819763873,-73.879946926,"(40.819763873, -73.879946926)",418,"820 Colgate Ave, Bronx, NY 10473, USA","820","Colgate Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA,NA
"63126","08/25/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",47,40.869429602,-73.839477724,"(40.869429602, -73.839477724)",419,"2947 Tiemann Ave, Bronx, NY 10469, USA","2947","Tiemann Avenue","East Bronx","Bronx","Bronx County","New York","United States","10469","3321",NA,NA
"92738","11/30/2015","PETIT LARCENY","MISDEMEANOR","BRONX",46,40.850049605,-73.900741228,"(40.850049605, -73.900741228)",420,"1966-1998 Valentine Ave, Bronx, NY 10457, USA","1966-1998","Valentine Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA,NA
"53645","07/22/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.89738167,-73.858447373,"(40.89738167, -73.858447373)",421,"4333 Carpenter Ave, Bronx, NY 10466, USA","4333","Carpenter Avenue","East Bronx","Bronx","Bronx County","New York","United States","10466","1310",NA,NA
"39094","06/03/2015","ROBBERY","FELONY","BRONX",52,40.869667149,-73.89891858,"(40.869667149, -73.89891858)",422,"2749 Reservoir Ave, Bronx, NY 10468, USA","2749","Reservoir Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468","3458",NA,NA
"92025","11/26/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",49,40.855273693,-73.859379256,"(40.855273693, -73.859379256)",423,"2148 Hone Ave, Bronx, NY 10461, USA","2148","Hone Avenue","East Bronx","Bronx","Bronx County","New York","United States","10461",NA,NA,NA
"100372","12/29/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.862188599,-73.890712482,"(40.862188599, -73.890712482)",424,"2532-2648 Webster Ave, Bronx, NY 10458, USA","2532-2648","Webster Avenue","Fordham Manor","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"30886","05/05/2015","DANGEROUS DRUGS","FELONY","BRONX",40,40.81527993,-73.904427462,"(40.81527993, -73.904427462)",425,"664 Union Ave, Bronx, NY 10455, USA","664","Union Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455","2317",NA,NA
"83761","10/27/2015","FELONY ASSAULT","FELONY","BRONX",47,40.902272884,-73.852030483,"(40.902272884, -73.852030483)",426,"685-687 E 240th St, Bronx, NY 10470, USA","685-687","East 240th Street","East Bronx","Bronx","Bronx County","New York","United States","10470","1526",NA,NA
"22671","04/14/2015","GRAND LARCENY","FELONY","BRONX",50,40.894441701,-73.910046598,"(40.894441701, -73.910046598)",427,"559-581 W 247th St, Bronx, NY 10471, USA","559-581","West 247th Street","West Bronx","Bronx","Bronx County","New York","United States","10471",NA,NA,NA
"50095","07/09/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.840048531,-73.866079358,"(40.840048531, -73.866079358)",428,"1580 Thieriot Ave, Bronx, NY 10460, USA","1580","Thieriot Avenue","East Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA,NA
"59187","08/07/2015","FELONY ASSAULT","FELONY","BRONX",46,40.850905674,-73.903649732,"(40.850905674, -73.903649732)",429,"215-223 E 179th St, Bronx, NY 10457, USA","215-223","East 179th Street","Mount Hope","Bronx","Bronx County","New York","United States","10457","3901",NA,NA
"22138","04/03/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",47,40.878174474,-73.851997325,"(40.878174474, -73.851997325)",430,"1316-1320 Needham Ave, Bronx, NY 10469, USA","1316-1320","Needham Avenue","East Bronx","Bronx","Bronx County","New York","United States","10469",NA,NA,NA
"32168","08/18/2015","THEFT OF SERVICES","MISDEMEANOR","BRONX",52,40.86607576,-73.894375787,"(40.86607576, -73.894375787)",431,"2646 Grand Concourse, Bronx, NY 10458, USA","2646","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"17820","03/19/2015","PETIT LARCENY","MISDEMEANOR","BRONX",44,40.839820265,-73.922480449,"(40.839820265, -73.922480449)",432,"1298-1300 Shakespeare Ave, Bronx, NY 10452, USA","1298-1300","Shakespeare Avenue","Highbridge","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"24661","04/13/2015","UNAUTHORIZED USE OF A VEHICLE","MISDEMEANOR","BRONX",52,40.872125233,-73.880470692,"(40.872125233, -73.880470692)",433,"319 E Mosholu Pkwy N, Bronx, NY 10467, USA","319","East Mosholu Parkway North","West Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA,NA
"96657","12/13/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",49,40.855571684,-73.867660345,"(40.855571684, -73.867660345)",434,"2170-2176 White Plains Rd, Bronx, NY 10462, USA","2170-2176","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA,NA
"39480","06/03/2015","PETIT LARCENY","MISDEMEANOR","BRONX",49,40.854092353,-73.86771751,"(40.854092353, -73.86771751)",435,"2127 White Plains Rd, Bronx, NY 10462, USA","2127","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA,NA
"42592","06/14/2015","FORGERY","FELONY","BRONX",46,40.850660187,-73.908920209,"(40.850660187, -73.908920209)",436,"1920-1926 Walton Ave, Bronx, NY 10453, USA","1920-1926","Walton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453","5839",NA,NA
"27212","04/22/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.83327504,-73.846618861,"(40.83327504, -73.846618861)",437,"2339 Ellis Ave, Bronx, NY 10462, USA","2339","Ellis Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462","5326",NA,NA
"100554","12/30/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",43,40.834054797,-73.853143449,"(40.834054797, -73.853143449)",438,"2137-2145 Westchester Ave, Bronx, NY 10462, USA","2137-2145","Westchester Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462","4735",NA,NA
"36136","05/27/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",43,40.82506399,-73.877397261,"(40.82506399, -73.877397261)",439,"1041 Boynton Ave, Bronx, NY 10472, USA","1041","Boynton Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA,NA
"75059","09/27/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",45,40.851630654,-73.826522287,"(40.851630654, -73.826522287)",440,"Charles J Cimi Pl, Bronx, NY 10465, USA",NA,"Charles J Cimi Place",NA,"Bronx","Bronx County","New York","United States","10465",NA,NA,NA
"8542","02/07/2015","CRIMINAL TRESPASS","MISDEMEANOR","BRONX",52,40.871476973,-73.891044328,"(40.871476973, -73.891044328)",441,"2 Minerva Pl, Bronx, NY 10468, USA","2","Minerva Place","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
"27600","05/15/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",40,40.812699137,-73.921619736,"(40.812699137, -73.921619736)",442,"375 E 143rd St, Bronx, NY 10454, USA","375","East 143rd Street","West Bronx","Bronx","Bronx County","New York","United States","10454","1258",NA,NA
"100711","12/31/2015","GRAND LARCENY","FELONY","BRONX",48,40.840396644,-73.883339443,"(40.840396644, -73.883339443)",443,"1904-1958 Vyse Ave, Bronx, NY 10460, USA","1904-1958","Vyse Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA,NA
"80136","12/16/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",47,40.904911153,-73.846211162,"(40.904911153, -73.846211162)",444,"857 E 242nd St, Bronx, NY 10470, USA","857","East 242nd Street","East Bronx","Bronx","Bronx County","New York","United States","10470","1214",NA,NA
"11852","02/22/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",40,40.821664228,-73.918856034,"(40.821664228, -73.918856034)",445,"301 E 156th St, Bronx, NY 10451, USA","301","East 156th Street","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA,NA
"52053","07/17/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",43,40.829869431,-73.87946978,"(40.829869431, -73.87946978)",446,"1241 Elder Ave, Bronx, NY 10472, USA","1241","Elder Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","2304",NA,NA
"61967","08/16/2015","FELONY ASSAULT","FELONY","BRONX",41,40.813897919,-73.899534336,"(40.813897919, -73.899534336)",447,"1017-1025 Leggett Ave, Bronx, NY 10455, USA","1017-1025","Leggett Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA,NA
"78813","10/10/2015","DANGEROUS WEAPONS","MISDEMEANOR","BRONX",40,40.809652528,-73.910367098,"(40.809652528, -73.910367098)",448,"719 E 144th St, Bronx, NY 10455, USA","719","East 144th Street","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA,NA
"92584","11/28/2015","FELONY ASSAULT","FELONY","BRONX",45,40.851917072,-73.834658222,"(40.851917072, -73.834658222)",449,"1968 Mulford Ave, Bronx, NY 10461, USA","1968","Mulford Avenue","East Bronx","Bronx","Bronx County","New York","United States","10461","4009",NA,NA
"4771","01/21/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",42,40.836904545,-73.906539426,"(40.836904545, -73.906539426)",450,"1412 Webster Ave, Bronx, NY 10456, USA","1412","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"21085","04/01/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",43,40.829367394,-73.853594639,"(40.829367394, -73.853594639)",451,"1100 Olmstead Ave, Bronx, NY 10472, USA","1100","Olmstead Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","5210",NA,NA
