"RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality","premise"
"01/24/2015","HARRASSMENT 2","VIOLATION","BRONX",41,40.827132485,-73.887149486,"(40.827132485, -73.887149486)",9934,"1255-1275 Westchester Ave, Bronx, NY 10459, USA","1255-1275","Westchester Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459","2610",NA,NA
"10/17/2015","GRAND LARCENY","FELONY","MANHATTAN",17,40.753756145,-73.967798712,"(40.753756145, -73.967798712)",9935,"320 E 49th St, New York, NY 10017, USA","320","East 49th Street","Midtown","Manhattan","New York County","New York","United States","10017",NA,"New York",NA
"09/03/2015","GRAND LARCENY","FELONY","BROOKLYN",90,40.707569832,-73.966720928,"(40.707569832, -73.966720928)",9936,"65 S 11th St, Brooklyn, NY 11249, USA","65","South 11th Street","Williamsburg","Brooklyn","Kings County","New York","United States","11249",NA,NA,NA
"11/10/2015","HARRASSMENT 2","VIOLATION","BRONX",46,40.861100156,-73.891990433,"(40.861100156, -73.891990433)",9937,"2504-2510 Webster Ave, Bronx, NY 10458, USA","2504-2510","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"02/12/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS",104,40.707612517,-73.873804425,"(40.707612517, -73.873804425)",9938,"76-15-76-99 Cooper Ave, Ridgewood, NY 11385, USA","76-15-76-99","Cooper Avenue","Ridgewood","Queens","Queens County","New York","United States","11385",NA,NA,NA
"04/17/2015","HARRASSMENT 2","VIOLATION","BRONX",41,40.812546267,-73.90126679,"(40.812546267, -73.90126679)",9939,"1037 Avenue St John, Bronx, NY 10455, USA","1037","Avenue Saint John","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA,NA
"05/30/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS",104,40.69265948,-73.902533346,"(40.69265948, -73.902533346)",9940,"15-0-15-14 Cooper Ave, Ridgewood, NY 11385, USA","15-0-15-14","Cooper Avenue","Ridgewood","Queens","Queens County","New York","United States","11385",NA,NA,NA
"04/30/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS",103,40.704045878,-73.814196406,"(40.704045878, -73.814196406)",9941,"87-83 139th St, Jamaica, NY 11435, USA","87-83","139th Street","Jamaica","Queens","Queens County","New York","United States","11435",NA,NA,NA
"10/01/2015","FORGERY","FELONY","BRONX",46,40.849452916,-73.905997684,"(40.849452916, -73.905997684)",9942,"7784 E Tremont Ave, Bronx, NY 10453, USA","7784","East Tremont Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA,NA
"01/22/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",19,40.775310434,-73.958650033,"(40.775310434, -73.958650033)",9943,"1152 Lexington Ave, New York, NY 10075, USA","1152","Lexington Avenue","Upper East Side","Manhattan","New York County","New York","United States","10075",NA,"New York",NA
"12/05/2015","FELONY ASSAULT","FELONY","BROOKLYN",62,40.602216166,-74.002950799,"(40.602216166, -74.002950799)",9944,"1933 Bath Ave, Brooklyn, NY 11214, USA","1933","Bath Avenue","Bath Beach","Brooklyn","Kings County","New York","United States","11214",NA,NA,NA
"10/05/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",75,40.660819374,-73.889607858,"(40.660819374, -73.889607858)",9945,"605A Hegeman Ave, Brooklyn, NY 11207, USA","605A","Hegeman Avenue","East New York","Brooklyn","Kings County","New York","United States","11207",NA,NA,NA
"08/31/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","QUEENS",113,40.679980738,-73.776233907,"(40.679980738, -73.776233907)",9946,"167-0-167-2 Baisley Blvd, Jamaica, NY 11434, USA","167-0-167-2","Baisley Boulevard","Jamaica","Queens","Queens County","New York","United States","11434",NA,NA,NA
"11/24/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",47,40.883583895,-73.862805601,"(40.883583895, -73.862805601)",9947,"3801 White Plains Rd, Bronx, NY 10467, USA","3801","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA,NA
"06/06/2015","DANGEROUS WEAPONS","MISDEMEANOR","BRONX",44,40.837162925,-73.917850539,"(40.837162925, -73.917850539)",9948,"98 E 169th St, Bronx, NY 10452, USA","98","East 169th Street","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"01/19/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",14,40.750430768,-73.989282176,"(40.750430768, -73.989282176)",9949,"154 W 34th St, New York, NY 10001, USA","154","West 34th Street","Midtown","Manhattan","New York County","New York","United States","10001","2102","New York",NA
"10/28/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS",114,40.756419522,-73.936954178,"(40.756419522, -73.936954178)",9950,"23-10 38th Ave, Long Island City, NY 11101, USA","23-10","38th Avenue","Long Island City","Queens","Queens County","New York","United States","11101",NA,NA,NA
"01/15/2015","GRAND LARCENY","FELONY","MANHATTAN",33,40.833715243,-73.945008152,"(40.833715243, -73.945008152)",9951,"3768 Broadway, New York, NY 10032, USA","3768","Broadway","Upper Manhattan","Manhattan","New York County","New York","United States","10032","1548","New York",NA
"01/28/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",81,40.677878376,-73.93731324,"(40.677878376, -73.93731324)",9952,"1545 Atlantic Ave, Brooklyn, NY 11213, USA","1545","Atlantic Avenue","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States","11213",NA,NA,NA
"11/11/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","MANHATTAN",17,40.743602401,-73.975180032,"(40.743602401, -73.975180032)",9953,"317 E 33rd St, New York, NY 10016, USA","317","East 33rd Street","Midtown","Manhattan","New York County","New York","United States","10016",NA,"New York",NA
"04/25/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS",107,40.726277635,-73.815368318,"(40.726277635, -73.815368318)",9954,"150-99 73rd Ave, Flushing, NY 11367, USA","150-99","73rd Avenue","Flushing","Queens","Queens County","New York","United States","11367",NA,NA,NA
"11/18/2015","MISCELLANEOUS PENAL LAW","FELONY","MANHATTAN",1,40.708303492,-74.017011596,"(40.708303492, -74.017011596)",9955,"28 W Thames St, New York, NY 10280, USA","28","West Thames Street","Lower Manhattan","Manhattan","New York County","New York","United States","10280",NA,"New York",NA
"03/15/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",84,40.695014486,-73.995079006,"(40.695014486, -73.995079006)",9956,"113 Montague St, Brooklyn, NY 11201, USA","113","Montague Street","Brooklyn Heights","Brooklyn","Kings County","New York","United States","11201","3402",NA,NA
"08/19/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",43,40.833835669,-73.876987202,"(40.833835669, -73.876987202)",9957,"1591-1595 E 174th St, Bronx, NY 10472, USA","1591-1595","East 174th Street","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA,NA
"07/19/2015","HARRASSMENT 2","VIOLATION","STATEN ISLAND",122,40.557579475,-74.146989457,"(40.557579475, -74.146989457)",9958,"165 Greaves Ave, Staten Island, NY 10308, USA","165","Greaves Avenue","Great Kills","Staten Island","Richmond County","New York","United States","10308","2133",NA,NA
"08/06/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",47,40.902845369,-73.853277233,"(40.902845369, -73.853277233)",9959,"4600 Matilda Ave, Bronx, NY 10470, USA","4600","Matilda Avenue","East Bronx","Bronx","Bronx County","New York","United States","10470","1507",NA,NA
"04/27/2015","BURGLARY","FELONY","QUEENS",107,40.721362811,-73.760766184,"(40.721362811, -73.760766184)",9960,"205 Foothill Ave, Hollis, NY 11423, USA","205","Foothill Avenue","Hollis","Queens","Queens County","New York","United States","11423",NA,NA,NA
"04/17/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",90,40.705347323,-73.941157446,"(40.705347323, -73.941157446)",9961,"130 Humboldt St, Brooklyn, NY 11206, USA","130","Humboldt Street","Williamsburg","Brooklyn","Kings County","New York","United States","11206",NA,NA,NA
"03/07/2015","GRAND LARCENY","FELONY","BROOKLYN",81,40.67960074,-73.934874405,"(40.67960074, -73.934874405)",9962,"440 Lewis Ave, Brooklyn, NY 11233, USA","440","Lewis Avenue","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States","11233","1726",NA,NA
"08/15/2015","HARRASSMENT 2","VIOLATION","BRONX",42,40.832334151,-73.887588752,"(40.832334151, -73.887588752)",9963,"1483-1485 Bryant Ave, Bronx, NY 10460, USA","1483-1485","Bryant Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA,NA
"03/15/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS",112,40.736471682,-73.851417187,"(40.736471682, -73.851417187)",9964,"62-10-62-12 108th St, Forest Hills, NY 11375, USA","62-10-62-12","108th Street","Forest Hills","Queens","Queens County","New York","United States","11375",NA,NA,NA
"05/07/2015","OFFENSES AGAINST THE PERSON","MISDEMEANOR","MANHATTAN",13,40.737203099,-73.983272598,"(40.737203099, -73.983272598)",9965,"213-215 E 21st St, New York, NY 10010, USA","213-215","East 21st Street","Midtown","Manhattan","New York County","New York","United States","10010",NA,"New York",NA
"05/06/2015","HARRASSMENT 2","VIOLATION","BRONX",41,40.822082527,-73.890330326,"(40.822082527, -73.890330326)",9966,"936 Hoe Ave, Bronx, NY 10459, USA","936","Hoe Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA,NA
"12/13/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","BROOKLYN",71,40.668180871,-73.961903028,"(40.668180871, -73.961903028)",9967,"998 Washington Ave, Brooklyn, NY 11225, USA","998","Washington Avenue",NA,"Brooklyn","Kings County","New York","United States","11225",NA,NA,NA
"06/11/2015","DANGEROUS DRUGS","MISDEMEANOR","MANHATTAN",7,40.719466279,-73.981931448,"(40.719466279, -73.981931448)",9968,"219 Stanton St, New York, NY 10002, USA","219","Stanton Street","Lower Manhattan","Manhattan","New York County","New York","United States","10002",NA,"New York",NA
"05/07/2015","BURGLARY","FELONY","QUEENS",115,40.750023156,-73.865314732,"(40.750023156, -73.865314732)",9969,"100-5-100-9 39th Ave, Corona, NY 11368, USA","100-5-100-9","39th Avenue","Corona","Queens","Queens County","New York","United States","11368",NA,NA,NA
"10/07/2015","DANGEROUS DRUGS","FELONY","MANHATTAN",6,40.732222576,-73.998612292,"(40.732222576, -73.998612292)",9970,"27 Washington Square N, New York, NY 10011, USA","27","Washington Square North","Lower Manhattan","Manhattan","New York County","New York","United States","10011",NA,"New York",NA
"03/12/2015","THEFT OF SERVICES","MISDEMEANOR","BROOKLYN",73,40.678286317,-73.910799629,"(40.678286317, -73.910799629)",9971,"142-146 Rockaway Ave, Brooklyn, NY 11233, USA","142-146","Rockaway Avenue","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States","11233","2708",NA,NA
"05/26/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",66,40.634928247,-73.99043925,"(40.634928247, -73.99043925)",9972,"1335-1339 48th St, Brooklyn, NY 11219, USA","1335-1339","48th Street","Borough Park","Brooklyn","Kings County","New York","United States","11219",NA,NA,NA
"09/03/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","MANHATTAN",30,40.832704592,-73.949713955,"(40.832704592, -73.949713955)",9973,"646-698 W 153rd St, New York, NY 10031, USA","646-698","West 153rd Street","Upper Manhattan","Manhattan","New York County","New York","United States","10031","1016","New York",NA
"10/04/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",62,40.610241985,-73.99916947,"(40.610241985, -73.99916947)",9974,"8008-8016 18 Ave, Brooklyn, NY 11214, USA","8008-8016","18 Avenue","Bensonhurst","Brooklyn","Kings County","New York","United States","11214",NA,NA,NA
"02/13/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",79,40.697812797,-73.940882801,"(40.697812797, -73.940882801)",9975,"49 Marcus Garvey Blvd, Brooklyn, NY 11206, USA","49","Marcus Garvey Boulevard","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States","11206","5804",NA,NA
"11/28/2015","HARRASSMENT 2","VIOLATION","BRONX",46,40.858377933,-73.90506685,"(40.858377933, -73.90506685)",9976,"2264 Davidson Ave, Bronx, NY 10453, USA","2264","Davidson Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA,NA
"10/08/2015","FELONY ASSAULT","FELONY","BRONX",47,40.889138208,-73.862016543,"(40.889138208, -73.862016543)",9977,"641 E 226th St, Bronx, NY 10466, USA","641","East 226th Street","East Bronx","Bronx","Bronx County","New York","United States","10466","3903",NA,NA
"06/15/2015","PETIT LARCENY","MISDEMEANOR","QUEENS",112,40.719448796,-73.845257433,"(40.719448796, -73.845257433)",9978,"6 Burns St, Flushing, NY 11375, USA","6","Burns Street","Flushing","Queens","Queens County","New York","United States","11375",NA,NA,NA
"02/03/2015","GRAND LARCENY","FELONY","MANHATTAN",18,40.764704604,-73.978092624,"(40.764704604, -73.978092624)",9979,"117-119 W 57th St, New York, NY 10019, USA","117-119","West 57th Street","Midtown","Manhattan","New York County","New York","United States","10019",NA,"New York",NA
"09/14/2015","MISCELLANEOUS PENAL LAW","FELONY","QUEENS",103,40.704755958,-73.794346652,"(40.704755958, -73.794346652)",9980,"92-23-92-27 165th St, Jamaica, NY 11433, USA","92-23-92-27","165th Street","Jamaica","Queens","Queens County","New York","United States","11433",NA,NA,NA
"05/31/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","QUEENS",108,40.741775684,-73.952922162,"(40.741775684, -73.952922162)",9981,"10-48-10-98 51st Ave, Long Island City, NY 11101, USA","10-48-10-98","51st Avenue","Long Island City","Queens","Queens County","New York","United States","11101",NA,NA,NA
"07/19/2015","DANGEROUS WEAPONS","MISDEMEANOR","MANHATTAN",9,40.724792933,-73.97678529,"(40.724792933, -73.97678529)",9982,"734-740 E 9th St, New York, NY 10009, USA","734-740","East 9th Street","Lower Manhattan","Manhattan","New York County","New York","United States","10009","5334","New York",NA
"08/21/2015","FELONY ASSAULT","FELONY","BRONX",47,40.886158735,-73.863075145,"(40.886158735, -73.863075145)",9983,"659 E 222nd St, Bronx, NY 10467, USA","659","East 222nd Street","East Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA,NA
"08/31/2015","MISCELLANEOUS PENAL LAW","FELONY","BROOKLYN",67,40.645438605,-73.944172358,"(40.645438605, -73.944172358)",9984,"396 E 35th St, Brooklyn, NY 11203, USA","396","East 35th Street","East Flatbush","Brooklyn","Kings County","New York","United States","11203",NA,NA,NA
"12/26/2015","PETIT LARCENY","MISDEMEANOR","STATEN ISLAND",120,40.616962484,-74.129430944,"(40.616962484, -74.129430944)",9985,"109 Sawyer Ave, Staten Island, NY 10314, USA","109","Sawyer Avenue","Castleton Corners","Staten Island","Richmond County","New York","United States","10314","2326",NA,NA
"10/22/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",50,40.904838991,-73.907131235,"(40.904838991, -73.907131235)",9986,"5600 Arlington Ave, Bronx, NY 10471, USA","5600","Arlington Avenue","West Bronx","Bronx","Bronx County","New York","United States","10471",NA,NA,NA
"01/13/2015","HARRASSMENT 2","VIOLATION","MANHATTAN",9,40.725944358,-73.985061313,"(40.725944358, -73.985061313)",9987,"425 E 6th St, New York, NY 10009, USA","425","East 6th Street","Lower Manhattan","Manhattan","New York County","New York","United States","10009",NA,"New York",NA
"12/16/2015","FELONY ASSAULT","FELONY","MANHATTAN",28,40.800440927,-73.950933864,"(40.800440927, -73.950933864)",9988,"65 Lenox Ave, New York, NY 10026, USA","65","Lenox Avenue","Upper Manhattan","Manhattan","New York County","New York","United States","10026",NA,"New York",NA
"02/14/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",9,40.730522568,-73.984724732,"(40.730522568, -73.984724732)",9989,"325 E 12th St, New York, NY 10003, USA","325","East 12th Street","Lower Manhattan","Manhattan","New York County","New York","United States","10003",NA,"New York",NA
"05/07/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS",102,40.70215622,-73.820322034,"(40.70215622, -73.820322034)",9990,"87-15 132nd St, Jamaica, NY 11418, USA","87-15","132nd Street","Jamaica","Queens","Queens County","New York","United States","11418",NA,NA,NA
"03/22/2015","HARRASSMENT 2","VIOLATION","STATEN ISLAND",120,40.636099595,-74.113449113,"(40.636099595, -74.113449113)",9991,"225 Elm St, Staten Island, NY 10310, USA","225","Elm Street","Randall Manor","Staten Island","Richmond County","New York","United States","10310","1528",NA,NA
"10/29/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",63,40.619949591,-73.905110576,"(40.619949591, -73.905110576)",9992,"2140-2144 E 73rd St, Brooklyn, NY 11234, USA","2140-2144","East 73rd Street","Bergen Beach","Brooklyn","Kings County","New York","United States","11234","6202",NA,NA
"12/02/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","STATEN ISLAND",120,40.642465784,-74.079516424,"(40.642465784, -74.079516424)",9993,"85-115 Belmont Pl, Staten Island, NY 10301, USA","85-115","Belmont Place","St. George","Staten Island","Richmond County","New York","United States","10301",NA,NA,NA
"02/19/2015","GRAND LARCENY","FELONY","QUEENS",110,40.746720306,-73.88470888,"(40.746720306, -73.88470888)",9994,"40-26 81st St, Flushing, NY 11373, USA","40-26","81st Street","Flushing","Queens","Queens County","New York","United States","11373",NA,NA,NA
"06/17/2015","HARRASSMENT 2","VIOLATION","MANHATTAN",1,40.71028914,-74.004113437,"(40.71028914, -74.004113437)",9995,"82-88 Gold St, New York, NY 10038, USA","82-88","Gold Street","Lower Manhattan","Manhattan","New York County","New York","United States","10038",NA,"New York",NA
"06/24/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",78,40.670838433,-73.993206252,"(40.670838433, -73.993206252)",9996,"121 11th St, Brooklyn, NY 11215, USA","121","11th Street","Gowanus","Brooklyn","Kings County","New York","United States","11215",NA,NA,NA
"11/13/2015","MISCELLANEOUS PENAL LAW","FELONY","QUEENS",102,40.69133419,-73.826081117,"(40.69133419, -73.826081117)",9997,"119-9-119-15 97th Ave, South Richmond Hill, NY 11419, USA","119-9-119-15","97th Avenue","South Richmond Hill","Queens","Queens County","New York","United States","11419",NA,NA,NA
"02/17/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",44,40.840666865,-73.920256803,"(40.840666865, -73.920256803)",9998,"40-72 W 170th St, Bronx, NY 10452, USA","40-72","West 170th Street","West Bronx","Bronx","Bronx County","New York","United States","10452","3224",NA,NA
"07/28/2015","GRAND LARCENY","FELONY","QUEENS",114,40.779698797,-73.913328531,"(40.779698797, -73.913328531)",9999,"21-44-21-98 Crescent St, Astoria, NY 11105, USA","21-44-21-98","Crescent Street","Astoria","Queens","Queens County","New York","United States","11105",NA,NA,NA
"11/14/2015","HARRASSMENT 2","VIOLATION","STATEN ISLAND",121,40.635868437,-74.143465235,"(40.635868437, -74.143465235)",10000,"125 John St, Staten Island, NY 10302, USA","125","John Street","Elm Park","Staten Island","Richmond County","New York","United States","10302","1135",NA,NA
"05/06/2015","GRAND LARCENY","FELONY","QUEENS",104,40.701374899,-73.906783522,"(40.701374899, -73.906783522)",10001,"17-17 Madison St, Ridgewood, NY 11385, USA","17-17","Madison Street","Ridgewood","Queens","Queens County","New York","United States","11385",NA,NA,NA
"05/16/2015","GRAND LARCENY","FELONY","BROOKLYN",77,40.671557033,-73.932254274,"(40.671557033, -73.932254274)",10002,"1401 Sterling Pl, Brooklyn, NY 11213, USA","1401","Sterling Place","Crown Heights","Brooklyn","Kings County","New York","United States","11213","2908",NA,NA
"11/03/2015","HARRASSMENT 2","VIOLATION","BRONX",40,40.813262004,-73.90710729,"(40.813262004, -73.90710729)",10003,"550 Wales Ave, Bronx, NY 10455, USA","550","Wales Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA,NA
"05/08/2015","PETIT LARCENY","MISDEMEANOR","BRONX",45,40.868467378,-73.821582846,"(40.868467378, -73.821582846)",10004,"2270 Bartow Ave, Bronx, NY 10475, USA","2270","Bartow Avenue","East Bronx","Bronx","Bronx County","New York","United States","10475","4618",NA,NA
"03/13/2015","GRAND LARCENY","FELONY","MANHATTAN",10,40.7416892,-74.002985851,"(40.7416892, -74.002985851)",10005,"333-335 W 16th St, New York, NY 10011, USA","333-335","West 16th Street","Midtown","Manhattan","New York County","New York","United States","10011",NA,"New York",NA
"05/17/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",73,40.663055675,-73.910971382,"(40.663055675, -73.910971382)",10006,"341 Bristol St, Brooklyn, NY 11212, USA","341","Bristol Street","Brownsville","Brooklyn","Kings County","New York","United States","11212",NA,NA,NA
"11/25/2015","HARRASSMENT 2","VIOLATION","QUEENS",112,40.714931566,-73.83582049,"(40.714931566, -73.83582049)",10007,"7665 Austin St, Forest Hills, NY 11375, USA","7665","Austin Street","Forest Hills","Queens","Queens County","New York","United States","11375",NA,NA,NA
"11/05/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",79,40.692435469,-73.951976155,"(40.692435469, -73.951976155)",10008,"193 Nostrand Ave, Brooklyn, NY 11205, USA","193","Nostrand Avenue","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States","11205",NA,NA,NA
"10/20/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS",104,40.715546498,-73.907247081,"(40.715546498, -73.907247081)",10009,"58-70-58-98 Andrews Ave, Maspeth, NY 11378, USA","58-70-58-98","Andrews Avenue","Maspeth","Queens","Queens County","New York","United States","11378",NA,NA,NA
"01/10/2015","ROBBERY","FELONY","MANHATTAN",23,40.786754376,-73.942161626,"(40.786754376, -73.942161626)",10010,"1973 1st Avenue, New York, NY 10029, USA","1973","1st Avenue","East Harlem","Manhattan","New York County","New York","United States","10029",NA,"New York",NA
"08/16/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","STATEN ISLAND",121,40.611107874,-74.157941101,"(40.611107874, -74.157941101)",10011,"67-71 Jennifer Pl, Staten Island, NY 10314, USA","67-71","Jennifer Place","Bulls Head","Staten Island","Richmond County","New York","United States","10314","1689",NA,NA
"10/03/2015","JOSTLING","MISDEMEANOR","QUEENS",110,40.755344758,-73.843246598,"(40.755344758, -73.843246598)",10012,"119-125 Roosevelt Ave, Corona, NY 11368, USA","119-125","Roosevelt Avenue","Corona","Queens","Queens County","New York","United States","11368",NA,NA,NA
"09/14/2015","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN",75,40.665725094,-73.887595581,"(40.665725094, -73.887595581)",10013,"648 Hendrix St, Brooklyn, NY 11207, USA","648","Hendrix Street","East New York","Brooklyn","Kings County","New York","United States","11207",NA,NA,NA
"03/18/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",41,40.813201504,-73.900391572,"(40.813201504, -73.900391572)",10014,"650 Southern Blvd, Bronx, NY 10455, USA","650","Southern Boulevard","Woodstock","Bronx","Bronx County","New York","United States","10455",NA,NA,NA
"07/30/2015","DANGEROUS DRUGS","FELONY","BRONX",44,40.832633767,-73.925365282,"(40.832633767, -73.925365282)",10015,"1-3 E 165th St, Bronx, NY 10452, USA","1-3","East 165th Street","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"06/05/2015","GRAND LARCENY","FELONY","BROOKLYN",79,40.6803488,-73.948646267,"(40.6803488, -73.948646267)",10016,"1317-1319 Fulton St, Brooklyn, NY 11216, USA","1317-1319","Fulton Street","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States","11216",NA,NA,NA
"06/02/2015","FRAUDS","MISDEMEANOR","QUEENS",114,40.760626741,-73.936091079,"(40.760626741, -73.936091079)",10017,"35-40-35-64 21st St, Astoria, NY 11106, USA","35-40-35-64","21st Street","Astoria","Queens","Queens County","New York","United States","11106",NA,NA,NA
"06/09/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN",7,40.716848721,-73.989554519,"(40.716848721, -73.989554519)",10018,"336-350 Grand St, New York, NY 10002, USA","336-350","Grand Street","Lower East Side","Manhattan","New York County","New York","United States","10002","4629","New York",NA
"12/26/2015","FELONY ASSAULT","FELONY","QUEENS",106,40.682983028,-73.832434224,"(40.682983028, -73.832434224)",10019,"104-35-104-37 109th St, South Richmond Hill, NY 11419, USA","104-35-104-37","109th Street","South Richmond Hill","Queens","Queens County","New York","United States","11419",NA,NA,NA
"11/11/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",19,40.76380472,-73.968028497,"(40.76380472, -73.968028497)",10020,"115b E 61st St, New York, NY 10065, USA","115b","East 61st Street",NA,NA,NA,"New York","United States","10065",NA,"New York",NA
"04/20/2015","PETIT LARCENY","MISDEMEANOR","QUEENS",103,40.718632119,-73.764935404,"(40.718632119, -73.764935404)",10021,"196-25-196-71 NY-25, Hollis, NY 11423, USA","196-25-196-71","Hillside Avenue","Hollis","Queens","Queens County","New York","United States","11423",NA,NA,NA
"05/29/2015","HARRASSMENT 2","VIOLATION","QUEENS",103,40.694196302,-73.789510921,"(40.694196302, -73.789510921)",10022,"109-29-109-31 Guy R Brewer Blvd, Jamaica, NY 11433, USA","109-29-109-31","Guy R Brewer Boulevard","Jamaica","Queens","Queens County","New York","United States","11433",NA,NA,NA
"11/11/2015","PETIT LARCENY","MISDEMEANOR","QUEENS",113,40.679349786,-73.777829587,"(40.679349786, -73.777829587)",10023,"165-98 Baisley Blvd, Jamaica, NY 11434, USA","165-98","Baisley Boulevard","Jamaica","Queens","Queens County","New York","United States","11434",NA,NA,NA
"10/19/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS",103,40.711050962,-73.770325842,"(40.711050962, -73.770325842)",10024,"188-6-188-8 Jamaica Ave, Jamaica, NY 11423, USA","188-6-188-8","Jamaica Avenue","Jamaica","Queens","Queens County","New York","United States","11423",NA,NA,NA
"09/29/2015","GRAND LARCENY","FELONY","MANHATTAN",26,40.811733093,-73.951803379,"(40.811733093, -73.951803379)",10025,"327-337 St Nicholas Ave, New York, NY 10027, USA","327-337","Saint Nicholas Avenue","Upper Manhattan","Manhattan","New York County","New York","United States","10027",NA,"New York",NA
"06/14/2015","HARRASSMENT 2","VIOLATION","QUEENS",103,40.692007399,-73.799535384,"(40.692007399, -73.799535384)",10026,"149-1-149-99 Arlington Terrace, Jamaica, NY 11435, USA","149-1-149-99","Arlington Terrace","Jamaica","Queens","Queens County","New York","United States","11435","5419",NA,NA
"07/04/2015","PETIT LARCENY","MISDEMEANOR","BRONX",44,40.841944334,-73.914248556,"(40.841944334, -73.914248556)",10027,"1505 Walton Ave, Bronx, NY 10452, USA","1505","Walton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"06/27/2015","DANGEROUS WEAPONS","FELONY","BROOKLYN",60,40.573763375,-73.992877757,"(40.573763375, -73.992877757)",10028,"2900-2952 W 27th St, Brooklyn, NY 11224, USA","2900-2952","West 27th Street","Coney Island","Brooklyn","Kings County","New York","United States","11224",NA,NA,NA
"02/23/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",83,40.696952731,-73.917092875,"(40.696952731, -73.917092875)",10029,"161-225 Grove St, Brooklyn, NY 11237, USA","161-225","Grove Street","Bushwick","Brooklyn","Kings County","New York","United States","11237",NA,NA,NA
